muestra,t,M 5A,DUT 30A,
5,2107,0.422,142.094,
6,2631,0.845,141.164,
7,3157,1.266,141.325,
8,3683,1.336,142.815,
9,4207,3.707,143.578,
10,4733,0.597,142.274,
11,5259,3.559,142.748,
12,5783,0.597,143.802,
13,6308,3.634,142.770,
14,6833,1.267,144.626,
15,7358,0.597,143.690,
16,7885,2.069,144.203,
17,8411,3.401,143.261,
18,8936,0.422,149.561,
19,9461,0.597,205.534,
20,9988,3.213,222.686,
21,10512,0.000,221.669,
22,11037,1.581,149.818,
23,11562,2.151,95.522,
24,12089,0.422,99.562,
25,12614,2.705,94.835,
26,13139,0.422,90.067,
27,13665,1.936,88.347,
28,14189,1.523,88.601,
29,14715,1.739,87.285,
muestra,t,M 5A,DUT 30A,
2,531,3.401,86.140,
3,1057,0.597,95.991,
4,1581,1.463,141.686,
5,2108,3.504,143.752,
6,2633,0.597,142.635,
7,3160,0.422,143.734,
8,3685,3.129,149.027,
9,4212,0.000,142.071,
10,4736,3.432,142.613,
11,5262,1.033,145.061,
12,5788,0.422,145.511,
13,6312,0.945,144.426,
14,6838,3.157,144.707,
15,7364,1.981,144.114,
16,7888,0.945,143.332,
17,8414,0.844,140.757,
18,8940,3.534,144.759,
19,9464,0.597,201.796,
20,9989,0.422,223.732,
21,10516,0.000,227.482,
22,11040,4.182,148.829,
23,11565,3.046,97.011,
24,12090,0.422,92.072,
25,12617,3.013,89.996,
26,13142,1.792,90.324,
27,13667,0.597,86.511,
muestra,t,M 5A,DUT 30A,
2,529,0.597,86.212,
3,1055,1.334,93.796,
4,1580,1.035,137.031,
5,2106,0.943,138.970,
6,2632,1.579,141.732,
7,3157,1.336,148.071,
8,3683,1.739,145.083,
9,4208,0.000,142.635,
10,4733,1.636,148.440,
11,5258,3.825,142.184,
12,5782,3.406,143.220,
13,6308,1.033,144.929,
14,6834,0.945,144.626,
15,7358,0.422,143.488,
16,7884,0.943,144.086,
17,8409,1.742,144.737,
18,8934,1.035,146.018,
19,9460,0.422,196.044,
20,9986,1.195,230.812,
21,10510,0.945,236.272,
22,11038,0.597,150.715,
23,11564,0.422,90.573,
24,12089,1.334,89.782,
25,12615,3.401,97.152,
26,13140,0.732,87.800,
27,13664,0.000,90.324,
28,14190,3.129,86.251,
muestra,t,M 5A,DUT 30A,
2,530,3.530,89.675,
3,1055,1.523,95.341,
4,1580,0.000,136.514,
5,2104,0.000,142.905,
6,2629,0.844,141.890,
7,3156,0.731,143.574,
8,3681,0.000,145.290,
9,4206,0.597,141.800,
10,4732,1.118,149.174,
11,5256,1.118,143.712,
12,5782,0.000,145.414,
13,6307,0.597,143.667,
14,6832,1.792,146.413,
15,7360,4.025,147.014,
16,7885,2.390,146.062,
17,8411,3.013,144.575,
18,8937,0.597,146.293,
19,9462,3.017,198.280,
20,9988,0.597,222.657,
21,10513,0.845,212.480,
22,11038,0.597,173.502,
23,11564,3.375,92.973,
24,12088,3.940,93.847,
25,12615,0.731,87.469,
26,13139,3.802,86.843,
27,13664,2.957,88.528,
28,14189,0.597,87.578,
muestra,t,M 5A,DUT 30A,
2,530,1.401,86.806,
3,1054,0.000,95.105,
4,1579,1.742,138.128,
5,2105,1.399,140.848,
6,2630,2.112,144.292,
7,3157,1.195,142.026,
8,3683,0.597,142.319,
9,4209,4.865,141.415,
10,4734,1.267,143.824,
11,5260,1.688,144.508,
12,5785,3.245,142.905,
13,6310,0.845,144.381,
14,6835,0.422,144.774,
15,7361,2.195,142.139,
16,7886,0.000,143.533,
17,8411,1.116,146.074,
18,8938,1.266,143.351,
19,9463,1.035,190.295,
20,9989,3.401,211.363,
21,10514,2.026,229.290,
22,11039,2.235,174.462,
23,11564,3.802,95.543,
24,12090,0.000,90.599,
25,12615,0.422,88.963,
26,13139,0.000,88.092,
27,13665,2.861,87.688,
28,14193,3.379,88.528,
muestra,t,M 5A,DUT 30A,
2,531,0.844,89.209,
3,1055,3.406,93.401,
4,1582,1.461,138.323,
5,2106,1.841,143.264,
6,2632,1.688,144.441,
7,3159,3.401,144.486,
8,3684,1.401,143.399,
9,4208,0.597,146.326,
10,4734,1.116,143.819,
11,5259,0.732,142.049,
12,5785,1.739,143.574,
13,6311,0.422,143.908,
14,6836,1.118,146.084,
15,7362,2.953,145.436,
16,7888,0.844,143.440,
17,8413,3.406,142.184,
18,8938,0.597,141.482,
19,9463,0.422,209.451,
20,9988,0.597,220.725,
21,10515,0.422,227.871,
22,11041,0.000,141.890,
23,11568,1.033,97.152,
24,12092,1.267,92.676,
25,12617,1.523,90.892,
26,13143,2.601,87.505,
27,13669,0.000,87.505,
muestra,t,M 5A,DUT 30A,
2,531,1.033,88.053,
3,1055,0.422,92.259,
4,1581,1.266,139.200,
5,2108,1.739,142.723,
6,2632,3.133,142.770,
7,3158,4.865,143.819,
8,3685,3.530,142.634,
9,4209,3.379,143.063,
10,4735,3.479,142.992,
11,5262,0.943,144.796,
12,5786,0.422,144.692,
13,6311,3.634,143.332,
14,6837,0.000,142.768,
15,7365,1.936,145.489,
16,7889,1.581,146.435,
17,8415,0.422,145.964,
18,8941,2.499,148.483,
19,9465,3.483,192.693,
20,9991,4.240,231.628,
21,10517,2.463,228.265,
22,11041,3.326,155.416,
23,11567,0.422,95.388,
24,12094,0.943,92.593,
25,12618,0.597,86.954,
26,13144,0.844,86.140,
27,13671,5.676,85.804,
muestra,t,M 5A,DUT 30A,
2,531,2.983,84.107,
3,1055,5.410,94.291,
4,1580,0.597,139.101,
5,2106,3.401,139.820,
6,2631,1.792,143.488,
7,3155,2.154,142.455,
8,3685,3.580,139.476,
9,4209,0.732,144.381,
10,4735,0.731,144.774,
11,5261,3.129,146.030,
12,5786,3.432,143.511,
13,6312,1.634,142.138,
14,6838,0.844,141.981,
15,7364,0.422,144.002,
16,7888,1.195,143.623,
17,8414,0.000,146.139,
18,8939,0.000,147.680,
19,9465,1.033,200.535,
20,9991,0.000,218.767,
21,10517,0.845,221.089,
22,11041,0.000,172.723,
23,11566,0.000,90.679,
24,12092,4.240,92.593,
25,12618,0.000,89.317,
26,13142,1.936,87.213,
27,13669,0.943,88.271,
28,14194,0.597,87.249,
muestra,t,M 5A,DUT 30A,
2,528,3.917,89.825,
3,1054,3.401,94.950,
4,1579,0.422,138.174,
5,2105,0.000,142.746,
6,2631,1.739,144.663,
7,3156,3.509,143.197,
8,3681,2.896,141.459,
9,4207,3.100,143.216,
10,4732,0.422,145.047,
11,5258,1.579,143.708,
12,5784,0.731,142.364,
13,6310,1.336,143.242,
14,6834,3.017,143.466,
15,7359,0.597,141.118,
16,7886,3.071,145.150,
17,8410,0.597,144.270,
18,8935,1.035,145.069,
19,9461,0.422,206.440,
20,9986,4.779,227.730,
21,10511,0.945,229.570,
22,11039,0.000,150.885,
23,11564,1.581,94.461,
24,12090,0.422,91.058,
25,12616,2.151,87.943,
26,13141,3.658,89.789,
27,13666,2.987,89.467,
muestra,t,M 5A,DUT 30A,
2,530,3.379,84.557,
3,1054,0.597,95.308,
4,1580,1.839,141.890,
5,2106,0.945,141.346,
6,2630,2.705,145.996,
7,3156,0.000,144.308,
8,3681,2.535,142.139,
9,4206,1.742,139.792,
10,4730,3.778,139.631,
11,5257,0.422,141.981,
12,5781,1.195,142.950,
13,6306,3.963,141.664,
14,6832,1.334,144.752,
15,7360,0.945,141.096,
16,7884,2.987,145.776,
17,8410,0.943,144.907,
18,8936,4.203,144.515,
19,9460,0.422,194.898,
20,9986,4.847,220.139,
21,10512,3.802,220.113,
22,11036,0.000,175.380,
23,11562,1.033,91.479,
24,12087,0.845,95.543,
25,12612,1.118,92.120,
26,13137,3.479,87.469,
27,13664,3.797,88.089,
28,14188,1.463,87.543,
muestra,t,M 5A,DUT 30A,
2,529,3.326,86.287,
3,1053,0.422,92.607,
4,1580,0.597,138.393,
5,2105,1.267,142.094,
6,2629,0.845,142.432,
7,3155,0.000,144.220,
8,3682,1.523,146.062,
9,4207,2.957,146.282,
10,4733,0.597,143.306,
11,5258,1.523,142.545,
12,5783,3.509,144.025,
13,6309,0.597,144.663,
14,6834,1.195,143.824,
15,7359,3.534,145.091,
16,7885,0.844,148.423,
17,8410,0.000,150.289,
18,8936,0.422,144.707,
19,9461,0.597,192.860,
20,9986,1.267,230.115,
21,10511,0.000,231.327,
22,11036,3.483,161.079,
23,11561,0.422,94.035,
24,12088,0.597,89.889,
25,12614,3.401,85.916,
26,13140,4.847,86.844,
27,13665,0.422,84.747,
28,14190,2.154,84.936,
muestra,t,M 5A,DUT 30A,
2,530,1.401,85.351,
3,1056,3.797,89.281,
4,1580,0.000,141.187,
5,2107,3.375,143.328,
6,2632,0.597,147.179,
7,3156,0.597,140.685,
8,3682,3.453,144.042,
9,4208,2.957,146.172,
10,4732,1.267,147.724,
11,5258,2.983,145.238,
12,5784,0.422,144.603,
13,6308,1.690,145.644,
14,6834,3.504,144.108,
15,7360,2.987,147.026,
16,7884,3.509,145.357,
17,8409,0.422,143.980,
18,8936,4.792,142.544,
19,9460,2.957,196.931,
20,9985,0.000,224.234,
21,10514,0.422,224.562,
22,11039,4.160,167.626,
23,11563,0.000,95.105,
24,12090,0.597,90.209,
25,12614,0.000,90.750,
26,13140,3.375,85.543,
27,13666,3.504,85.167,
28,14191,3.658,86.436,
muestra,t,M 5A,DUT 30A,
2,531,3.401,89.353,
3,1055,3.707,95.745,
4,1581,0.000,140.643,
5,2107,0.000,143.376,
6,2631,0.945,145.533,
7,3156,2.535,144.914,
8,3681,2.983,144.464,
9,4207,0.000,145.820,
10,4732,3.017,146.216,
11,5258,4.920,143.596,
12,5783,0.422,145.069,
13,6308,0.000,144.737,
14,6836,0.000,142.678,
15,7361,0.422,142.748,
16,7886,3.848,141.822,
17,8412,0.422,143.462,
18,8938,0.597,144.292,
19,9466,0.000,204.516,
20,9992,1.334,228.718,
21,10519,0.943,231.254,
22,11045,0.000,141.664,
23,11571,4.544,94.883,
24,12096,0.597,87.139,
25,12622,2.023,91.233,
26,13148,0.422,93.659,
27,13673,0.945,85.464,
28,14198,3.017,89.646,
muestra,t,M 5A,DUT 30A,
2,529,2.987,88.528,
3,1055,3.401,95.824,
4,1582,5.644,142.409,
5,2106,3.379,144.403,
6,2631,0.597,142.523,
7,3160,3.453,142.611,
8,3685,0.945,144.581,
9,4209,3.017,144.470,
10,4736,3.820,144.641,
11,5262,0.597,144.397,
12,5787,0.000,146.018,
13,6312,1.334,144.707,
14,6838,2.069,150.204,
15,7363,4.007,141.913,
16,7888,0.422,143.172,
17,8415,0.000,143.797,
18,8940,3.133,146.326,
19,9466,3.401,192.914,
20,9991,2.834,210.674,
21,10516,0.000,222.017,
22,11042,1.266,185.583,
23,11567,3.985,99.431,
24,12093,0.943,89.532,
25,12618,0.945,86.473,
26,13144,0.597,87.834,
27,13673,2.983,85.468,
28,14198,0.597,85.804,
muestra,t,M 5A,DUT 30A,
2,530,0.844,86.140,
3,1056,0.845,93.126,
4,1580,4.550,142.500,
5,2105,0.422,142.725,
6,2631,2.983,145.194,
7,3156,1.523,145.886,
8,3681,1.035,145.511,
9,4206,3.427,144.220,
10,4733,0.422,145.392,
11,5258,0.597,145.930,
12,5783,3.013,146.446,
13,6309,3.406,146.150,
14,6834,0.422,145.489,
15,7359,0.000,144.108,
16,7886,0.943,148.143,
17,8411,3.379,148.850,
18,8936,0.000,149.070,
19,9463,0.000,204.678,
20,9990,0.597,225.234,
21,10516,0.844,230.338,
22,11041,1.401,150.182,
23,11567,0.844,97.350,
24,12091,1.195,93.367,
25,12618,2.953,87.834,
26,13142,1.267,88.383,
27,13668,1.579,86.917,
28,14195,3.479,86.770,

